emp_id,leave_quota,year
4415430833,26,2024
7074553378,21,2023
7074553378,20,2024
4702449428,29,2023
4702449428,22,2024
8669220780,24,2023
8669220780,24,2024
2675786149,26,2023
2675786149,22,2024
79859694,26,2023
79859694,27,2024
8327634579,29,2023
8327634579,25,2024
9610070858,30,2023
9610070858,28,2024
1203727803,24,2023
1203727803,29,2024
189405785,25,2023
189405785,30,2024
1200016053,27,2023
1200016053,25,2024
68811354,21,2023
68811354,30,2024
2037890023,26,2023
2037890023,23,2024
3469008971,30,2023
3469008971,25,2024
57454453,24,2023
57454453,23,2024
4316432430,27,2023
4316432430,24,2024
3579531560,29,2023
3579531560,28,2024
7311634431,27,2023
7311634431,30,2024
7239837297,23,2023
7239837297,20,2024
302099414,26,2023
302099414,23,2024
4482943180,24,2023
4482943180,24,2024
3667568153,21,2023
3667568153,20,2024
7596651266,29,2023
7596651266,23,2024
9577585174,29,2023
9577585174,28,2024
8119449321,27,2023
8119449321,27,2024
9660494918,21,2023
9660494918,23,2024
727525829,29,2023
727525829,25,2024
9273303309,29,2023
9273303309,24,2024
4888968800,21,2023
4888968800,28,2024
2726613925,25,2023
2726613925,23,2024
7689501081,30,2023
7689501081,28,2024
5104555991,27,2023
5104555991,22,2024
7892145223,30,2023
7892145223,23,2024
8428021968,30,2023
8428021968,28,2024
6834493348,21,2023
6834493348,26,2024
287611077,24,2023
287611077,28,2024
8128202863,20,2023
8128202863,22,2024
56954484,27,2023
56954484,23,2024
2750523825,26,2023
2750523825,29,2024
5885462071,20,2023
5885462071,21,2024
7404267855,23,2023
7404267855,29,2024
5405244759,26,2023
5405244759,27,2024
4080999701,22,2023
4080999701,22,2024
5654217825,23,2023
5654217825,27,2024
7719539994,29,2023
7719539994,25,2024
9173350594,22,2023
9173350594,29,2024
293059535,22,2023
293059535,24,2024
813213682,23,2023
813213682,29,2024
4898952390,28,2023
4898952390,30,2024
6036901924,24,2023
6036901924,28,2024
4231323994,23,2023
4231323994,20,2024
5084934129,24,2023
5084934129,29,2024
6877950739,22,2023
6877950739,24,2024
8222702247,20,2023
8222702247,25,2024
9921469272,22,2023
9921469272,25,2024
3453031811,29,2023
3453031811,20,2024
9061215494,21,2023
9061215494,28,2024
4647364305,27,2023
4647364305,23,2024
1295230111,25,2023
1295230111,27,2024
1514288827,30,2023
1514288827,29,2024
8105140189,20,2023
8105140189,24,2024
8892246203,29,2023
8892246203,25,2024
3366209296,23,2023
3366209296,21,2024
8832475575,27,2023
8832475575,25,2024
7440745205,23,2023
7440745205,30,2024
2713454911,27,2023
2713454911,22,2024
5646362689,28,2023
5646362689,21,2024
835712945,20,2023
835712945,28,2024
7091953402,26,2023
7091953402,29,2024
5369831253,24,2023
5369831253,30,2024
5186853494,30,2023
5186853494,23,2024
4783204250,22,2023
4783204250,21,2024
698652415,29,2023
698652415,22,2024
796800456,25,2023
796800456,23,2024
5462598518,23,2023
5462598518,21,2024
413335291,27,2023
413335291,25,2024
9070021144,23,2023
9070021144,23,2024
939378242,28,2023
939378242,21,2024
6157224791,28,2023
6157224791,26,2024
6551123849,28,2023
6551123849,23,2024
5811820224,23,2023
5811820224,29,2024
187945173,29,2023
187945173,23,2024
1929649020,27,2023
1929649020,25,2024
3341986325,26,2023
3341986325,29,2024
7385303378,25,2023
7385303378,23,2024
7355463698,30,2023
7355463698,30,2024
1539996642,20,2023
1539996642,23,2024
4293369812,20,2023
4293369812,23,2024
207363858,29,2023
207363858,30,2024
4595876587,30,2023
4595876587,23,2024
7703981165,29,2023
7703981165,29,2024
7113658406,22,2023
7113658406,26,2024
7302372328,29,2023
7302372328,23,2024
1059418488,24,2023
1059418488,25,2024
6181272371,30,2023
6181272371,23,2024
1937761993,29,2023
1937761993,21,2024
3544999710,30,2023
3544999710,22,2024
9540348288,21,2023
9540348288,24,2024
165304164,21,2023
165304164,30,2024
3220026328,20,2023
3220026328,26,2024
2772268230,20,2023
2772268230,25,2024
1818872395,23,2023
1818872395,20,2024
9022134003,25,2023
9022134003,27,2024
2408332701,23,2023
2408332701,24,2024
7688219548,30,2023
7688219548,27,2024
6828224199,21,2023
6828224199,25,2024
837113223,30,2023
837113223,30,2024
9505347280,29,2023
9505347280,23,2024
4826933101,20,2023
4826933101,20,2024
9273445059,30,2023
9273445059,23,2024
1882717383,29,2023
1882717383,22,2024
7205840465,20,2023
7205840465,24,2024
282635085,21,2023
282635085,20,2024
8029709859,21,2023
8029709859,29,2024
3104014080,21,2023
3104014080,26,2024
895349833,28,2023
895349833,20,2024
7414363890,28,2023
7414363890,28,2024
2821861268,24,2023
2821861268,23,2024
1508213145,24,2023
1508213145,27,2024
3187971528,25,2023
3187971528,25,2024
875232906,27,2023
875232906,23,2024
3664916074,22,2023
3664916074,27,2024
9319261102,28,2023
9319261102,24,2024
5954657629,22,2023
5954657629,28,2024
1214837664,24,2023
1214837664,25,2024
3119872715,30,2023
3119872715,22,2024
176343441,30,2023
176343441,27,2024
2988003819,26,2023
2988003819,29,2024
8977222882,25,2023
8977222882,29,2024
7338736765,23,2023
7338736765,24,2024
9131390931,21,2023
9131390931,25,2024
6619997441,27,2023
6619997441,30,2024
4802067304,21,2023
4802067304,22,2024
4618386274,21,2023
4618386274,21,2024
9195499598,21,2023
9195499598,23,2024
8671318848,28,2023
8671318848,30,2024
1360557276,26,2023
1360557276,30,2024
1176614591,21,2023
1176614591,24,2024
3396144938,22,2023
3396144938,23,2024
1530986388,22,2023
1530986388,26,2024
5143251888,21,2023
5143251888,26,2024
5020444783,26,2023
5020444783,22,2024
720953984,28,2023
720953984,26,2024
6348760772,27,2023
6348760772,23,2024
8897529102,21,2023
8897529102,30,2024
4753174127,25,2023
4753174127,30,2024
7965683464,22,2023
7965683464,29,2024
1065582916,20,2023
1065582916,22,2024
4362597746,26,2023
4362597746,29,2024
3604173691,28,2023
3604173691,26,2024
6866670350,25,2023
6866670350,28,2024
7823560647,25,2023
7823560647,28,2024
4186440462,20,2023
4186440462,22,2024
6018715669,22,2023
6018715669,22,2024
6264147337,28,2023
6264147337,22,2024
2850285018,25,2023
2850285018,29,2024
5207501175,26,2023
5207501175,25,2024
6917100697,20,2023
6917100697,29,2024
4347110279,23,2023
4347110279,28,2024
591588364,27,2023
591588364,29,2024
6671900727,25,2023
6671900727,23,2024
8648738858,21,2023
8648738858,29,2024
4630858192,25,2023
4630858192,25,2024
8802612194,30,2023
8802612194,30,2024
4032650985,23,2023
4032650985,23,2024
2523555632,21,2023
2523555632,28,2024
1055852838,29,2023
1055852838,26,2024
8221010599,26,2023
8221010599,30,2024
457835530,30,2023
457835530,21,2024
1203029932,20,2023
1203029932,24,2024
2460735916,28,2023
2460735916,27,2024
7248510820,24,2023
7248510820,28,2024
2438773733,23,2023
2438773733,20,2024
1758434423,29,2023
1758434423,27,2024
4984238578,23,2023
4984238578,27,2024
9197155834,25,2023
9197155834,24,2024
7805278242,24,2023
7805278242,21,2024
3890889704,28,2023
3890889704,24,2024
5634153240,30,2023
5634153240,25,2024
7152589924,21,2023
7152589924,26,2024
476936402,25,2023
476936402,23,2024
4517096109,25,2023
4517096109,29,2024
5722140897,28,2023
5722140897,30,2024
9689526234,25,2023
9689526234,21,2024
7690276255,26,2023
7690276255,20,2024
4658170581,27,2023
4658170581,26,2024
401955269,30,2023
401955269,30,2024
7465350828,28,2023
7465350828,24,2024
151289646,25,2023
151289646,23,2024
2239320739,20,2023
2239320739,21,2024
1999180286,27,2023
1999180286,21,2024
3720225705,22,2023
3720225705,26,2024
2856695852,20,2023
2856695852,24,2024
6452588577,24,2023
6452588577,29,2024
2106396296,23,2023
2106396296,28,2024
6616830396,29,2023
6616830396,30,2024
9770002218,28,2023
9770002218,29,2024
1686007412,25,2023
1686007412,26,2024
955198479,26,2023
955198479,28,2024
2222742852,27,2023
2222742852,30,2024
6925325569,28,2023
6925325569,30,2024
7158203420,26,2023
7158203420,23,2024
2365593134,23,2023
2365593134,26,2024
2764881072,23,2023
2764881072,20,2024
6785516608,25,2023
6785516608,23,2024
3876165605,29,2023
3876165605,21,2024
185201121,23,2023
185201121,28,2024
164141205,23,2023
164141205,28,2024
4886722609,22,2023
4886722609,25,2024
2835772678,28,2023
2835772678,24,2024
1505891266,26,2023
1505891266,21,2024
5139256877,27,2023
5139256877,23,2024
2302705177,30,2023
2302705177,21,2024
3791402789,28,2023
3791402789,24,2024
8501577639,26,2023
8501577639,21,2024
2816245738,23,2023
2816245738,24,2024
275878732,30,2023
275878732,27,2024
5958426520,20,2023
5958426520,22,2024
9758541271,25,2023
9758541271,29,2024
3262412366,30,2023
3262412366,22,2024
8233686450,26,2023
8233686450,28,2024
7442003046,25,2023
7442003046,23,2024
2823425819,26,2023
2823425819,26,2024
2110617010,29,2023
2110617010,29,2024
4148091077,30,2023
4148091077,30,2024
1856318322,20,2023
1856318322,22,2024
8370652517,20,2023
8370652517,22,2024
2746973904,25,2023
2746973904,27,2024
1085312568,27,2023
1085312568,27,2024
367389795,21,2023
367389795,30,2024
8338985904,24,2023
8338985904,24,2024
2160994578,22,2023
2160994578,21,2024
7985109667,21,2023
7985109667,24,2024
4508719892,29,2023
4508719892,30,2024
1642988118,24,2023
1642988118,21,2024
5931601109,23,2023
5931601109,27,2024
5652897589,24,2023
5652897589,22,2024
2898810317,26,2023
2898810317,23,2024
6343878415,20,2023
6343878415,22,2024
8283422554,24,2023
8283422554,26,2024
3322230099,28,2023
3322230099,24,2024
9102368866,25,2023
9102368866,25,2024
9842447025,28,2023
9842447025,26,2024
4599973521,24,2023
4599973521,20,2024
1966734752,24,2023
1966734752,28,2024
7465596022,29,2023
7465596022,28,2024
3223901450,24,2023
3223901450,22,2024
4230619035,29,2023
4230619035,30,2024
3891883525,24,2023
3891883525,29,2024
6537659757,24,2023
6537659757,23,2024
8821904682,22,2023
8821904682,28,2024
4267773755,26,2023
4267773755,21,2024
3681333270,24,2023
3681333270,28,2024
5709140212,25,2023
5709140212,26,2024
7402693543,27,2023
7402693543,27,2024
9981282026,25,2023
9981282026,30,2024
7725725374,26,2023
7725725374,22,2024
422478638,24,2023
422478638,22,2024
188351285,25,2023
188351285,24,2024
2340149958,30,2023
2340149958,26,2024
4580525023,21,2023
4580525023,27,2024
2986501273,24,2023
2986501273,30,2024
3013864172,30,2023
3013864172,23,2024
1110525913,28,2023
1110525913,29,2024
5726948843,25,2023
5726948843,23,2024
5482374797,24,2023
5482374797,26,2024
9804052552,27,2023
9804052552,23,2024
6359605558,24,2023
6359605558,26,2024
589218540,28,2023
589218540,20,2024
4222635304,27,2023
4222635304,30,2024
5535681374,29,2023
5535681374,24,2024
849867985,23,2023
849867985,25,2024
6039949242,27,2023
6039949242,23,2024
5565360678,20,2023
5565360678,28,2024
4395147088,24,2023
4395147088,23,2024
889598450,25,2023
889598450,22,2024
3319202401,20,2023
3319202401,24,2024
8539319425,24,2023
8539319425,23,2024
1879475938,27,2023
1879475938,26,2024
5785795593,24,2023
5785795593,29,2024
6168680844,29,2023
6168680844,26,2024
8061664112,26,2023
8061664112,30,2024
694252208,23,2023
694252208,26,2024
5282724862,28,2023
5282724862,25,2024
1072263590,21,2023
1072263590,21,2024
9916751854,22,2023
9916751854,24,2024
1454145876,21,2023
1454145876,25,2024
4474600120,22,2023
4474600120,27,2024
5817281319,20,2023
5817281319,30,2024
7893146638,28,2023
7893146638,24,2024
1404446028,29,2023
1404446028,30,2024
4605412180,29,2023
4605412180,22,2024
9675584851,20,2023
9675584851,24,2024
7270456744,28,2023
7270456744,26,2024
1023664530,23,2023
1023664530,27,2024
341744757,23,2023
341744757,26,2024
188709873,25,2023
188709873,29,2024
7753490055,23,2023
7753490055,22,2024
2919544687,28,2023
2919544687,26,2024
6931545195,28,2023
6931545195,27,2024
8095469942,28,2023
8095469942,24,2024
3848417292,30,2023
3848417292,29,2024
7891917988,20,2023
7891917988,29,2024
7258825520,23,2023
7258825520,24,2024
4680196463,29,2023
4680196463,25,2024
7184029808,30,2023
7184029808,21,2024
2566583369,29,2023
2566583369,23,2024
9889054193,22,2023
9889054193,24,2024
8771454395,21,2023
8771454395,26,2024
7174998317,23,2023
7174998317,20,2024
1029524705,26,2023
1029524705,26,2024
8050418813,24,2023
8050418813,29,2024
6199400911,30,2023
6199400911,20,2024
6013617417,24,2023
6013617417,25,2024
88707144,26,2023
88707144,27,2024
1092656782,29,2023
1092656782,22,2024
6624438795,30,2023
6624438795,29,2024
6804863873,25,2023
6804863873,22,2024
1336716120,30,2023
1336716120,30,2024
1122077704,26,2023
1122077704,25,2024
9192728302,30,2023
9192728302,22,2024
4433729949,29,2023
4433729949,27,2024
7409573862,21,2023
7409573862,27,2024
2132986982,24,2023
2132986982,29,2024
9515403276,29,2023
9515403276,27,2024
3520827382,30,2023
3520827382,29,2024
5300101857,30,2023
5300101857,27,2024
277139240,28,2023
277139240,27,2024
4367085860,28,2023
4367085860,24,2024
3307244648,25,2023
3307244648,30,2024
7387702301,23,2023
7387702301,24,2024
8581543973,27,2023
8581543973,26,2024
3595170121,24,2023
3595170121,23,2024
6847303976,30,2023
6847303976,26,2024
3780216306,21,2023
3780216306,23,2024
5849016821,20,2023
5849016821,23,2024
3190639523,24,2023
3190639523,22,2024
5232079257,21,2023
5232079257,28,2024
7104789936,23,2023
7104789936,23,2024
6959669861,23,2023
6959669861,22,2024
9336425451,24,2023
9336425451,23,2024
9634990542,23,2023
9634990542,28,2024
3616554047,20,2023
3616554047,20,2024
1063627712,24,2023
1063627712,29,2024
1523270833,27,2023
1523270833,22,2024
7395508233,22,2023
7395508233,27,2024
1241496473,20,2023
1241496473,30,2024
9873285550,28,2023
9873285550,20,2024
1040444980,21,2023
1040444980,24,2024
5938829949,30,2023
5938829949,22,2024
557752827,21,2023
557752827,24,2024
2648710809,26,2023
2648710809,30,2024
5365931670,28,2023
5365931670,27,2024
8463360999,27,2023
8463360999,22,2024
8499601571,26,2023
8499601571,20,2024
5532313483,27,2023
5532313483,25,2024
2118145382,20,2023
2118145382,27,2024
3657557045,21,2023
3657557045,27,2024
7605943103,23,2023
7605943103,26,2024
9834762962,30,2023
9834762962,25,2024
5558047992,27,2023
5558047992,23,2024
3354990269,27,2023
3354990269,26,2024
6114995633,21,2023
6114995633,30,2024
276087500,20,2023
276087500,27,2024
4470497092,24,2023
4470497092,27,2024
6075233852,26,2023
6075233852,23,2024
5046625489,30,2023
5046625489,23,2024
8118748536,24,2023
8118748536,21,2024
6384961326,30,2023
6384961326,30,2024
9497097294,30,2023
9497097294,29,2024
8592911797,30,2023
8592911797,20,2024
5554907284,23,2023
5554907284,24,2024
1993475343,23,2023
1993475343,30,2024
8021022543,24,2023
8021022543,27,2024
4194992132,21,2023
4194992132,29,2024
4770779647,28,2023
4770779647,29,2024
2210170603,21,2023
2210170603,24,2024
4018325489,25,2023
4018325489,20,2024
1392509548,21,2023
1392509548,24,2024
9702994195,30,2023
9702994195,27,2024
4366163246,20,2023
4366163246,29,2024
9101254251,22,2023
9101254251,29,2024
9171904205,26,2023
9171904205,21,2024
1243059927,29,2023
1243059927,21,2024
7029590854,29,2023
7029590854,23,2024
1250929993,22,2023
1250929993,22,2024
1313743318,24,2023
1313743318,30,2024
8215760515,26,2023
8215760515,25,2024
9779495880,20,2023
9779495880,26,2024
8316559308,29,2023
8316559308,27,2024
7215203903,28,2023
7215203903,24,2024
4770093448,22,2023
4770093448,24,2024
1815587710,25,2023
1815587710,25,2024
6746004860,22,2023
6746004860,27,2024
5254405471,25,2023
5254405471,27,2024
2039176661,30,2023
2039176661,23,2024
2352554275,28,2023
2352554275,29,2024
3996013682,22,2023
3996013682,28,2024
1808772518,21,2023
1808772518,26,2024
177938533,26,2023
177938533,28,2024
8196821044,25,2023
8196821044,23,2024
4033772591,21,2023
4033772591,28,2024
1594624728,25,2023
1594624728,22,2024
2908889756,24,2023
2908889756,26,2024
5060228978,22,2023
5060228978,22,2024
2191170807,24,2023
2191170807,23,2024
9788990409,30,2023
9788990409,28,2024
4028451564,25,2023
4028451564,24,2024
1695404828,25,2023
1695404828,24,2024
366967293,28,2023
366967293,28,2024
4200986548,21,2023
4200986548,23,2024
1195463204,23,2023
1195463204,27,2024
5533741368,28,2023
5533741368,24,2024
3460446077,29,2023
3460446077,25,2024
2764612591,21,2023
2764612591,27,2024
4379796192,25,2023
4379796192,30,2024
3757428914,26,2023
3757428914,21,2024
3682863619,30,2023
3682863619,25,2024
6669502589,26,2023
6669502589,23,2024
4761271758,21,2023
4761271758,20,2024
9368600448,30,2023
9368600448,23,2024
2833892853,26,2023
2833892853,24,2024
1578330527,26,2023
1578330527,25,2024
523751134,26,2023
523751134,26,2024
4785308611,29,2023
4785308611,25,2024
1316410646,30,2023
1316410646,21,2024
9066276744,27,2023
9066276744,30,2024
293254375,23,2023
293254375,21,2024
2439945998,23,2023
2439945998,27,2024
8167194197,28,2023
8167194197,27,2024
8716805055,22,2023
8716805055,21,2024
2925600261,29,2023
2925600261,26,2024
5996146697,28,2023
5996146697,26,2024
8821719508,22,2023
8821719508,25,2024
8846107376,29,2023
8846107376,27,2024
9893247096,26,2023
9893247096,30,2024
7285020934,21,2023
7285020934,20,2024
8799173100,27,2023
8799173100,23,2024
2017101705,29,2023
2017101705,29,2024
3671526249,21,2023
3671526249,29,2024
2642073778,22,2023
2642073778,24,2024
8505633538,23,2023
8505633538,25,2024
7657274337,26,2023
7657274337,22,2024
3518851646,23,2023
3518851646,21,2024
4267120457,21,2023
4267120457,26,2024
7837004463,29,2023
7837004463,28,2024
3284405236,25,2023
3284405236,29,2024
7386772969,22,2023
7386772969,24,2024
7405968734,25,2023
7405968734,23,2024
5762817652,25,2023
5762817652,29,2024
6540579764,21,2023
6540579764,25,2024
6069001892,20,2023
6069001892,25,2024
4415157803,27,2023
4415157803,28,2024
5435569659,28,2023
5435569659,30,2024
2058226134,24,2023
2058226134,22,2024
4572652922,25,2023
4572652922,20,2024
7597005333,29,2023
7597005333,30,2024
8176057293,21,2023
8176057293,23,2024
8543512422,20,2023
8543512422,23,2024
882295344,21,2023
882295344,20,2024
1392560857,29,2023
1392560857,28,2024
6614384921,30,2023
6614384921,25,2024
2368935631,26,2023
2368935631,27,2024
6853087746,28,2023
6853087746,30,2024
7078079795,29,2023
7078079795,22,2024
8384460177,26,2023
8384460177,23,2024
4393883878,29,2023
4393883878,24,2024
4071565186,24,2023
4071565186,29,2024
2456481742,26,2023
2456481742,24,2024
6773096099,30,2023
6773096099,30,2024
6001532129,30,2023
6001532129,29,2024
7313976845,28,2023
7313976845,26,2024
9459235519,23,2023
9459235519,29,2024
4523255058,24,2023
4523255058,25,2024
516433877,30,2023
516433877,20,2024
7817028660,23,2023
7817028660,28,2024
9987379827,26,2023
9987379827,24,2024
2697466613,23,2023
2697466613,20,2024
5317737500,30,2023
5317737500,23,2024
7772184794,25,2023
7772184794,22,2024
6786682113,22,2023
6786682113,22,2024
7048501316,23,2023
7048501316,26,2024
5822033934,20,2023
5822033934,30,2024
2090873822,20,2023
2090873822,30,2024
4560614809,26,2023
4560614809,21,2024
5545088345,25,2023
5545088345,28,2024
1247666357,26,2023
1247666357,27,2024
6741508342,23,2023
6741508342,21,2024
4115468154,20,2023
4115468154,27,2024
8331422343,23,2023
8331422343,28,2024
1452523065,24,2023
1452523065,23,2024
9328715335,21,2023
9328715335,27,2024
3127465202,23,2023
3127465202,25,2024
7489798184,28,2023
7489798184,29,2024
2741574606,20,2023
2741574606,27,2024
7159852164,25,2023
